payment_id,status,delivery_time_hours,failure_reason
P003394,Completed,29.8,
P002318,Completed,58.1,
P002023,Completed,49.2,
P003148,Failed,,Invalid Account Details
P003756,Delayed,145.7,
P000586,Failed,,Insufficient Funds
P002392,Completed,45.2,
P000844,Completed,49.6,
P004004,Completed,9.4,
P003470,Failed,,Network Error
P001593,Completed,41.5,
P003725,Completed,18.1,
P002081,Completed,65.3,
P002289,Delayed,155.4,
P001492,Completed,6.9,
P001431,Completed,26.3,
P001946,Completed,3.4,
P003493,Completed,57.3,
P002161,Completed,20.0,
P000710,Delayed,214.7,
P004006,Completed,52.5,
P003472,Completed,13.6,
P002262,Completed,71.1,
P002963,Completed,32.2,
P003640,Delayed,168.6,
P000612,Completed,57.0,
P000639,Completed,30.0,
P000764,Completed,22.9,
P004031,Completed,1.9,
P002954,Completed,4.2,
P001876,completed,67.4,
P001795,Completed,33.4,
P003440,Delayed,89.4,
P004054,Completed,55.8,
P003843,Completed,34.7,
P003167,Completed,1.5,
P001708,Completed,44.8,
P003499,Completed,39.8,
P001135,Completed,68.8,
P003639,Completed,39.0,
P001190,Completed,35.7,
P001664,Completed,49.1,
P000293,Completed,22.6,
P004245,Completed,39.3,
P002004,Delayed,55.5,
P001478,Delayed,118.8,
P004466,Completed,63.3,
P004003,Completed,30.5,
P003721,Completed,43.9,
P003670,Completed,23.8,Regulatory Block
P003705,Completed,64.3,
P003209,Completed,2.5,
P003310,Delayed,100.9,
P000098,Completed,12.1,
P002820,Completed,25.3,
P003088,Delayed,189.0,
P003351,Completed,,
P003429,Completed,41.3,
P002991,Completed,52.3,
P001540,Delayed,165.0,
P002066,Delayed,236.2,
P000174,Completed,48.4,
P001794,Completed,3.7,
P002973,Completed,24.6,
P004387,Completed,8.9,
P001351,Completed,29.0,
P003068,Completed,69.6,
P003312,Completed,38.4,
P000521,Completed,71.2,
P004137,Completed,20.8,
P001128,Completed,72.0,
P004051,Completed,32.8,
P000165,Completed,14.3,
P000038,Completed,62.8,
P001483,Completed,45.7,
P000693,Completed,44.3,
P002442,Delayed,83.9,
P001695,Completed,27.7,
P003444,Completed,68.7,
P002297,Delayed,169.3,
P000818,Completed,30.8,
P002643,delayed,168.0,
P000518,Completed,60.3,
P003194,Completed,51.8,
P003943,Completed,9.9,
P004380,Completed,2.1,
P001114,Completed,55.7,
P002232,Completed,46.5,
P001321,Completed,42.6,
P003024,Completed,31.6,
P003069,Completed,26.8,
P003807,Completed,56.9,
P002467,Completed,37.6,
P003107,Delayed,97.7,
P000091,Completed,4.7,
P000888,Failed,,Insufficient Funds
P002075,Completed,41.6,
P000630,Completed,1.9,
P004410,Completed,71.6,
P000651,Delayed,116.1,
P001340,Completed,60.3,
P001966,Completed,6.1,
P003322,Failed,,Regulatory Block
P003033,Completed,65.0,
P001392,Completed,60.9,
P002494,Completed,38.6,
P003139,Completed,48.0,
P001954,Delayed,146.3,
P003634,Completed,6.4,
P003129,Failed,,Network Error
P000756,Delayed,161.3,
P003875,Completed,33.5,
P003816,Completed,23.8,
P004037,Completed,2.3,
P003839,Completed,37.0,
P000436,Delayed,131.3,
P003218,Delayed,113.1,
P003974,Completed,12.8,
P002801,completed,2.8,
P004150,Completed,23.6,
P003711,Completed,38.4,
P004465,Completed,24.4,
P000302,Delayed,54.1,
P000532,Delayed,146.7,
P002743,Completed,16.3,
P001419,Completed,21.2,
P000554,Completed,47.6,
P001945,Completed,16.9,
P003474,Completed,40.1,
P002159, Delayed,65.8,
P000515,Completed,59.2,
P002957,Completed,50.7,
P004269,Completed,50.1,
P002264,Failed,,Insufficient Funds
P000541,Completed,18.9,
P003607,Failed,,Regulatory Block
P001130,Completed,55.1,
P003271,Completed,8.3,
P000975,Completed,,
P001237,Completed,57.7,
P003602,Completed,36.6,
P000904,Completed,32.3,
P000343,Delayed,212.9,
P001231,Delayed,231.3,
P003373,Completed,52.1,
P004249,Completed,33.8,
P003632,Completed,12.5,
P001863,Failed,,Network Error
P003719,Delayed,146.9,
P000930,Completed,72.0,
P001034,Completed,7.5,
P003987,Completed,24.7,
P003407,Completed,37.5,
P001443,Delayed,102.8,
P000254,Completed,7.7,
P000374,Completed,18.3,
P000911,Completed,56.7,Invalid Account Details
P004453,Completed,21.8,
P003051,Completed,17.3,
P004297,Completed,64.0,
P003201,Completed,69.8,
P000768,Completed,37.0,
P004434,Completed,53.1,
P003501,Completed,58.5,
P004306,Completed,19.0,
P000545,Completed,36.0,
P000225,Completed,11.8,
P002394,Completed,2.2,
P000196,Completed,34.8,
P002002,Completed,27.1,
P003048,Completed,70.1,
P001589,Completed,23.8,
P000638,Completed,5.0,
P002430,Completed,63.8,
P003548,Completed,71.3,
P002322,Completed,24.1,
P003554,Delayed,50.7,
P003845,Completed,30.9,
P001462,Completed,32.1,
P001066,Completed,46.4,
P003452,Completed,56.4,
P002085,Completed,3.1,
P003367,Failed,,Regulatory Block
P003426,Completed,43.3,
P000497,Completed,24.8,
P000312,Completed,3.9,
P002933,Completed,31.9,
P000394,Completed,16.1,
P004469,Delayed,88.0,
P001784,Completed,31.4,
P004358,Delayed,178.1,
P002700,Completed,37.2,
P000093,Completed,20.7,
P000784,Delayed,113.0,
P002726,Completed,20.2,
P004435,Completed,64.7,
P003111,Completed,3.5,
P002137,Completed,41.3,
P000274,Completed,38.1,
P000572,Completed,24.7,
P001504,Completed,6.5,
P000739,Completed,52.9,
P002732,Completed,32.0,
P001296,Completed,28.8,
P003682,Completed,28.6,
P001869,Failed,,Regulatory Block
P001198,Failed,,Network Error
P003032,Failed,,Invalid Account Details
P002362,Completed,32.2,
P004336,Completed,32.4,
P002886,Completed,66.1,
P003789,Completed,50.0,
P003357,Completed,40.0,
P004286,Completed,15.8,
P001127,Completed,50.6,
P002813,Completed,42.7,
P004414, Completed,31.7,
P003519,Completed,1.1,
P000604,Completed,,
P000253,Completed,26.0,
P002436,Delayed,85.9,
P002912,Completed,66.5,
P002535,Delayed,165.4,
P002839,Delayed,,
P003216,Completed,37.7,
P002515,Completed,4.2,
P000511,Completed,43.0,
P000608,Completed,38.3,
P004095,Failed,,Network Error
P003688,Completed,34.0,
P003553,Completed,15.2,
P000796,Delayed,188.1,
P000792,Completed,71.2,
P004058,Completed,19.9,
P001163,completed,38.2,
P000986,Completed,8.1,
P002482,Completed,19.1,
P003526,Completed,37.2,
P001201,Completed,38.4,
P002060,Completed,47.7,
P001522,Completed,48.1,
P000832,Delayed,54.6,
P002656,Completed,40.4,
P002676, Completed,54.9,
P003232,Completed,41.5,
P002528,Completed,23.9,
P004319,Completed,61.0,
P000486,Completed,11.6,
P001556,Completed,19.7,
P003631,Completed,25.8,
P001866,Completed,63.9,
P003043,Completed,58.7,
P002811,Completed,52.0,
P004251,Completed,11.6,
P000422,Completed,63.9,
P001215,completed,25.8,
P003810,Completed,5.8,
P004487,Completed,64.2,
P003748,Completed,43.3,
P003513,Completed,5.4,
P001017,Delayed,143.2,
P004278,Completed,67.1,
P002074,Completed,69.5,
P003760,Completed,65.3,
P001845,Completed,33.6,
P001015,Completed,26.2,
P001437,Completed,67.4,
P001868,Completed,9.1,
P004442,Completed,23.4,
P000064,Completed,30.8,
P003678,Completed,38.5,
P001057,Completed,28.2,
P002520,Completed,,
P000371,Completed,55.7,
P003171,Completed,,
P000979,Completed,51.2,
P003986,Completed,33.0,
P000990,Completed,35.6,
P003476,Completed,31.1,
P000007,Completed,41.3,
P003648,Completed,11.5,
P004390,Completed,12.3,
P000605,Delayed,194.9,
P000686,Completed,15.1,
P000169,Completed,,
P004082,Completed,31.6,
P000128,Completed,61.4,
P001372,Completed,60.9,
P000361,Completed,68.9,
P001580,Completed,66.3,
P002088,Completed,16.8,
P004396,Completed,7.8,
P003956,Delayed,67.4,
P000748,Completed,,
P003270,Completed,46.6,
P002523,Completed,17.9,
P003784,Completed,53.1,
P001320,Completed,54.8,
P004253,Completed,14.3,
P001081,Completed,63.7,
P003620,Completed,51.0,
P004214,Completed,29.9,
P003348,Completed,44.4,
P000468,Delayed,156.8,
P003758,Delayed,123.7,
P003531,Completed,64.7,
P003371,Completed,14.4,
P002533,Completed,29.6,
P001705,Completed,44.9,
P000801,Completed,62.2,
P001035,Completed,18.0,Regulatory Block
P000935,Delayed,155.3,
P001471,Completed,62.5,
P002651,Completed,8.9,
P001149,Completed,22.2,
P000461,Completed,14.0,
P000709,Completed,-62.0,
P004262,Completed,2.3,
P001704,Completed,3.3,
P004149,Completed,38.9,
P000069,Failed,,Network Error
P000232,Delayed,159.1,
P001587,Completed,17.6,
P001506,Delayed,179.9,
P002090,Completed,5.3,
P001769,Completed,4.6,
P001511,Delayed,122.9,
P001446,Completed,43.3,
P003957,Delayed,75.0,
P001253,Failed,,Compliance Hold
P002563,Completed,19.1,
P002217,Completed,27.8,
P002078,Completed,41.7,
P000477,Completed,38.9,
P000415,Completed,33.0,
P004424,Completed,25.3,
P000795,Delayed,208.4,
P003445,Delayed,63.2,
P002816,Delayed,191.8,
P000464,Completed,30.6,
P003722,Delayed,140.1,
P001872,Completed,51.8,
P001193,Completed,55.2,
P000112,Completed,1.1,
P001519,Completed,49.9,
P001229,Delayed,152.4,
P000868,Delayed,164.2,
P003258,Completed,26.1,
P003653,Completed,71.7,
P004126,Completed,11.8,
P000662,Failed,,Regulatory Block
P004069,Completed,5.6,
P000390,Delayed,223.6,
P001599,Completed,47.9,
P000359,Completed,36.3,
P001236,Completed,19.5,
P000841,Completed,6.3,
P004065,Completed,21.2,
P001624,Completed,15.3,
P002582,Failed,,Regulatory Block
P003104,Completed,12.8,
P000352,Completed,23.9,
P000205,Completed,32.1,
P000273,Completed,55.0,
P004132,Completed,29.8,
P004110,Completed,60.8,
P000971,Delayed,87.0,
P003993,Completed,61.0,
P001124,Completed,51.5,
P002508,Completed,44.8,
P004094, Failed,,Invalid Account Details
P001401,Completed,21.7,
P000462,Failed,,Network Error
P000275,Completed,66.6,
P001196,Completed,65.5,
P004028,Completed,70.0,
P003924,Completed,45.5,
P003058,Completed,5.9,
P002437,Delayed,49.2,
P003040,Completed,17.1,
P003686,Completed,5.8,
P002197,Completed,24.3,
P003561,Completed,32.2,
P003836,Completed,24.2,
P001762,Completed,53.4,
P000909,Delayed,157.7,
P002649,Completed,66.6,
P004477,Completed,48.6,
P002658,Completed,32.2,
P004263,Completed,39.7,
P002850,Completed,6.4,
P001746,Completed,16.0,
P000967,Completed,16.6,
P000003,Failed,,Insufficient Funds
P000820,Completed,30.5,
P002036,Completed,5.2,
P002929,Completed,65.5,
P004021,Completed,29.5,
P002592,Completed,5.9,
P002578,Completed,71.2,
P002719,Delayed,182.1,
P003942,Completed,43.6,
P003044,Completed,53.8,
P003281,Completed,49.5,
P000908,Completed,22.3,
P004235,Completed,60.8,
P001255,Completed,34.1,
P003492,Delayed,123.2,
P003157,Completed,65.2,
P004225,Completed,67.6,
P004002,Completed,41.8,
P001891,Completed,22.2,
P001038,Delayed,53.6,
P000082,Delayed,203.9,
P000116,Completed,51.0,
P002228,Completed,5.0,
P002370,Completed,,
P000443, Completed,29.4,
P001838,Completed,18.8,
P002365,Completed,66.6,Invalid Account Details
P002354,Completed,7.9,
P000557,Completed,56.3,
P002033,Completed,55.0,
P002970,Completed,27.5,
P002345,Completed,15.2,
P001722,Completed,55.1,
P000391,Completed,70.1,Compliance Hold
P003340,Completed,53.0,
P003929,Completed,9.4,
P002472,Failed,,Insufficient Funds
P002147,Completed,71.8,
P000858,Delayed,185.4,
P004057,Completed,68.0,
P000428,Completed,8.3,
P003528,Completed,36.4,
P002714,Completed,52.9,
P004230,Completed,31.8,
P004232,Failed,,Regulatory Block
P004276,Completed,20.3,
P002233,Completed,68.1,
P003895,Completed,51.4,
P001185,Completed,39.5,
P001323,Completed,54.0,
P004124,Completed,12.8,
P003096,Completed,20.0,
P000535,Completed,60.7,
P004266,Completed,45.2,
P003022,Completed,23.2,
P003090,Completed,52.6,
P002513,Completed,33.6,
P003274, Delayed,197.8,
P003081,Delayed,134.5,
P003413,Completed,45.2,
P002819,Completed,44.9,
P001677,Completed,18.7,
P000289,Completed,58.8,
P002490,Completed,15.3,
P003797,Delayed,163.6,
P002413,Completed,21.8,
P001935,Completed,47.2,
P004131,Completed,37.5,
P002742,Completed,69.4,
P004091,completed,1.7,
P003542,Completed,20.1,
P000067,Failed,,Network Error
P002440,Completed,67.6,
P004104,Completed,25.2,
P002112,Completed,63.2,
P003680,Completed,28.8,
P002540,Completed,19.3,
P001819,Completed,17.1,
P000132,Completed,3.9,
P002314,Completed,46.8,
P003959,Completed,62.4,
P002265,Completed,47.1,
P000720,Delayed,220.0,
P004146,Completed,35.2,
P001452,Delayed,182.5,
P000084,Failed,,Invalid Account Details
P000384,Completed,64.1,
P002091,Completed,38.1,
P001544,Completed,61.2,
P003684,Completed,17.3,
P001739,Completed,,
P001139,Completed,18.6,
P004180,Completed,8.6,
P000878,Completed,39.0,
P003263,Completed,41.5,
P001365,Completed,29.3,
P001726,Failed,,Insufficient Funds
P003277,Failed,,Regulatory Block
P001123,Delayed,236.5,
P001440,Completed,44.4,
P000539,Delayed,218.0,
P001003,Completed,30.5,
P000592,Delayed,74.3,
P000980,Completed,14.7,
P003489,Completed,16.7,
P004445,Completed,53.0,
P001581,Completed,65.4,
P000501,Completed,16.6,
P002786,Completed,70.3,
P003869,Completed,54.0,
P000315,Completed,58.2,
P003683,Completed,11.3,
P004059,Completed,17.1,
P003626,Completed,21.7,
P001575,Completed,5.5,
P001367,Failed,,Regulatory Block
P001460, Completed,34.2,
P001058,Delayed,70.9,
P000240,Completed,71.1,
P004388,Completed,23.2,
P002586,Completed,13.0,
P002794,Completed,67.8,
P001305,Completed,6.4,
P002477,Completed,61.9,
P002331,Delayed,77.2,
P000224,Completed,22.1,
P004197,Completed,54.6,
P002771,Completed,11.3,
P002291,Completed,67.2,
P000472,Completed,55.0,
P003251,Completed,58.7,
P002373,Completed,25.0,
P003799,Completed,64.8,
P003517,Completed,13.0,
P002352,Completed,25.1,
P003778,Completed,36.1,
P002695,Completed,,
P002246,Completed,,
P002051,Completed,67.3,
P000147,Completed,6.8,
P003467,Completed,28.6,
P001834,Failed,,Compliance Hold
P004413,Completed,36.2,
P002723,Completed,27.6,
P004196,Completed,61.6,
P001430,Completed,35.3,
P001569,Completed,18.3,
P003485, Completed,30.0,
P004211,Delayed,123.7,
P000946,Delayed,200.3,
P002186,Completed,63.5,
P000770,Delayed,169.0,
P001300,Delayed,121.3,
P001005,Delayed,51.9,
P003320,Delayed,126.7,
P001091,Completed,16.4,
P002678,Completed,47.3,
P003972,Completed,53.7,
P002980,Completed,9.6,
P002521,Delayed,216.8,
P004305,Delayed,182.5,
P003389,Completed,14.4,
P003334,Completed,69.1,
P000499,Completed,38.1,
P000646,Completed,64.5,
P002106,Delayed,132.7,
P001503,Completed,61.6,
P004485,Delayed,176.8,
P000135,Completed,71.7,
P003461,Delayed,198.2,
P001267,Completed,35.5,
P004101,Completed,62.1,Invalid Account Details
P003779,Completed,61.8,
P003847,Completed,4.2,
P002556,Completed,47.9,
P002992,Completed,10.3,
P002567,completed,7.6,
P001374,Completed,62.2,
P000735,Completed,60.4,
P000356,Completed,25.8,
P003234,Completed,38.4,
P002205,Completed,71.9,
P004498,Completed,56.8,
P004063,Completed,-15.8,
P002456,Completed,54.0,
P000144,Completed,22.1,
P002940,Completed,44.5,
P004342,Completed,54.3,
P000060,Failed,,Regulatory Block
P000766,Delayed,123.5,
P001542,Delayed,238.0,
P004299,Completed,33.2,
P003233,Completed,65.9,
P001979,Completed,11.2,
P004209,Completed,44.9,
P001211,Completed,69.1,
P001125,Failed,,Insufficient Funds
P004041,Completed,8.9,
P002663,Completed,54.3,
P001096,Completed,43.4,
P001416,Completed,67.2,
P002043,Completed,26.7,
P001634,Failed,,Regulatory Block
P003559,Completed,,
P001921,Completed,2.7,
P003388,Completed,15.0,
P004497,Completed,40.1,
P004222,Completed,63.8,
P002931,Completed,23.3,
P000921,Completed,63.3,
P000161,Completed,13.2,
P001309,Delayed,61.0,
P000351,Completed,25.2,
P001021,Completed,7.0,
P000919,Completed,36.7,
P002524,Completed,15.1,
P003386,Delayed,238.4,
P001815,Completed,18.8,
P003166,Completed,21.9,
P000056,Completed,40.9,
P003323,Completed,55.7,
P000229,completed,18.1,
P002284,Completed,65.6,
P000505,Completed,33.8,
P003811,Completed,52.9,
P000118,Completed,64.5,
P002796,Completed,37.3,
P002077,Delayed,,
P002875,Completed,3.3,
P000852,Completed,1.5,
P003701,Completed,64.2,
P002998,Completed,65.3,Insufficient Funds
P001477,Failed,,Network Error
P001992,Completed,64.2,
P000323,Completed,53.1,
P002601,Delayed,102.7,
P004473,Delayed,193.1,
P002581,Completed,18.5,
P001647,Completed,31.9,
P001272,Completed,67.5,
P002032,Completed,58.5,
P003409,Completed,53.6,
P003376,Completed,55.1,
P002611,Completed,57.1,
P001855,Completed,36.1,
P001295,Completed,45.4,
P003689,Completed,44.3,
P004108,Completed,26.1,
P003662,Completed,39.0,
P000758,Completed,32.7,
P000071,Completed,8.0,
P000237,Completed,14.0,
P003497,Completed,17.5,
P003868,Completed,63.1,
P001062,Completed,10.6,
P000635,Completed,39.6,
P001192,Completed,57.5,
P004257,Completed,61.5,
P004162,Delayed,68.1,
P000162, Completed,26.4,
P001357,Completed,35.7,
P001143,Delayed,112.0,
P001414,Failed,,Network Error
P001930, Completed,66.7,
P000922,Completed,8.4,
P002296,Completed,,
P003541,Completed,56.8,
P002727,Delayed,56.3,
P004379,Completed,20.6,
P002548,Completed,32.5,
P000148,Completed,31.6,
P001165,Delayed,63.2,
P000549,Delayed,218.6,
P004332,Completed,48.4,
P003325,Completed,44.7,
P003555,Delayed,188.6,
P000779,Delayed,182.7,
P001105, Completed,46.5,
P004216,Completed,31.4,
P000837,Completed,30.8,
P000719,Completed,62.0,
P002531,Completed,56.3,
P002279,completed,20.9,
P003523,Delayed,197.2,
P001454,Completed,62.2,
P003117,Completed,9.5,
P003421,Completed,44.6,
P002981,Delayed,146.1,
P001269,Completed,47.2,
P000474,Completed,19.2,
P002951,Completed,11.4,
P003374,Completed,31.2,
P000812,Completed,53.0,
P001497,Completed,44.0,
P003600,Completed,54.6,
P003246,Completed,6.5,
P002250,Completed,32.2,
P000143,Completed,66.0,
P004007,Failed,,Invalid Account Details
P002423,Delayed,85.2,
P001604,Completed,,
P003543,Completed,53.0,
P002022,Completed,17.9,
P002936,Delayed,142.9,
P000976,Completed,62.6,
P000976,Completed,62.6,
P000466,Completed,38.3,
P002208,Completed,67.5,
P003414,Completed,6.7,
P002720,Delayed,152.2,
P003958,Completed,53.1,
P000879,Completed,37.3,
P003463,Completed,69.8,
P004298,Failed,,Insufficient Funds
P001308,Completed,61.4,
P000268,Completed,55.6,
P001782,Completed,25.1,
P002426,Completed,52.8,
P000715,Completed,53.4,
P002574,Completed,12.2,
P003261,Completed,44.7,
P000339,Completed,7.3,
P000866,Completed,39.6,
P003764,Completed,10.8,
P000960,Completed,49.5,
P003546,Completed,65.3,
P002136,Completed,11.8,
P000172,Failed,,Invalid Account Details
P002920,Completed,41.1,
P003475,Completed,23.7,
P001288,Failed,,
P000387,Completed,62.2,
P000250,Completed,33.4,
P003685,Delayed,166.7,
P003280,Completed,7.4,
P001470,Completed,34.9,
P003134,failed,,Regulatory Block
P001736,Completed,21.3,
P000191,Completed,51.0,
P003484,Completed,18.6,
P001558,Completed,21.2,
P001984,Delayed,199.6,
P001524,Completed,55.4,
P003434,Completed,42.4,
P000601,Completed,57.2,
P002604,Completed,13.7,
P003687,Failed,,Regulatory Block
P004015,Delayed,115.1,
P002361,Delayed,186.1,
P000958,Completed,4.6,
P002906,Delayed,169.7,
P002207,Delayed,217.7,
P000368,Delayed,85.4,
P002618,Completed,71.1,
P002068,Completed,53.8,
P002979,Completed,15.5,
P002395,Completed,23.7,
P002553,Completed,58.2,
P002561, Completed,28.9,
P002800,Failed,,Invalid Account Details
P003693,Completed,27.1,
P003677,Completed,23.6,
P003338,Delayed,211.1,
P001398,Completed,64.7,
P002038,Delayed,,
P004326,Completed,58.5,
P000267,Completed,71.2,
P001680,Completed,59.3,
P002606,Completed,24.3,
P002717,Completed,4.4,
P002024,Completed,35.9,
P003578,Completed,66.2,
P002659,Completed,49.3,
P004145,Completed,58.3,
P003159,Completed,47.6,
P002177,Delayed,157.8,
P003132,Completed,64.2,
P001894,Completed,10.1,
P002450,Completed,25.8,
P002627,Completed,9.7,
P002139,completed,55.3,
P004195,Completed,29.1,
P000417,Completed,65.1,
P001084,Completed,42.4,
P003815,Completed,53.0,
P002536,Completed,52.7,
P000087,Delayed,135.9,
P001227,Completed,2.2,
P001650,Completed,58.2,
P001109,Completed,25.3,
P002616,Completed,69.6,
P000041,Completed,56.0,
P000671,Completed,26.4,
P002417,Failed,,Network Error
P004491,Delayed,205.3,
P002061,Completed,62.8,
P002668,Completed,48.0,
P000562,Completed,20.4,
P000364,Completed,34.6,
P003977,Completed,44.6,
P001376,Completed,1.3,
P003506,Completed,63.1,
P002841,Completed,35.2,
P003163,Failed,,Compliance Hold
P003080,Completed,35.7,
P002665,Completed,23.5,
P001523,Completed,60.9,
P001054,Completed,28.9,
P001521,Completed,67.6,
P000590,Completed,24.4,
P000786,Completed,26.5,
P003984,Completed,31.7,
P000217,Completed,64.0,
P001753,Completed,6.5,
P002557,Completed,50.4,
P000652,Completed,18.8,
P001053,Completed,6.5,
P002610,Completed,27.4,
P003095,Failed,,Network Error
P001472,Completed,2.5,
P003713,Completed,67.1,
P004343,Delayed,86.9,
P003708,Completed,62.6,
P003144,Completed,17.8,
P004454,Completed,50.2,
P003179,Failed,,Network Error
P003023,Completed,20.1,
P003021,Failed,,Network Error
P000278,Failed,,Regulatory Block
P001223, Completed,33.5,
P002856,Completed,44.0,
P003878,Delayed,141.8,
P001744,Completed,30.0,
P003145,Completed,53.8,
P001220,Completed,66.1,
P002740,Completed,52.3,
P002488,Delayed,128.7,
P001535,Completed,7.1,
P002647,Delayed,140.3,
P004246,Completed,14.0,
P000544,Failed,,Invalid Account Details
P001086,Failed,,Network Error
P002140,Completed,54.8,
P004084,Delayed,185.1,
P002243,Completed,26.2,
P000923,Completed,28.3,
P003439,Completed,48.1,
P003866,Completed,40.5,
P001672,Completed,,
P004415,Completed,30.1,
P002808,Completed,12.2,
P000503,Failed,,Regulatory Block
P003672,Delayed,236.6,
P001889,Completed,6.2,
P003288,Completed,24.7,
P002408,Completed,45.8,
P000968,Completed,19.3,
P004360,Completed,34.2,
P003563,Completed,46.0,
P000963,Completed,54.0,
P002781,Completed,47.0,
P002154,Failed,,Invalid Account Details
P000233,Delayed,237.6,
P001384,Completed,47.6,
P001032,Delayed,77.1,
P000473,Completed,61.4,Invalid Account Details
P003817,Completed,19.8,
P004143,Delayed,128.5,
P000248,Completed,10.2,
P003795,Completed,7.3,
P002996,Completed,3.6,
P000937,Completed,15.6,
P002956,Completed,39.4,
P004321,Completed,61.3,
P000827,Completed,2.6,
P004261,Completed,62.8,
P002725,Completed,12.6,
P000891,Completed,68.0,
P000153,Completed,15.9,
P001669,Completed,,
P000861,Failed,,Invalid Account Details
P002587,Completed,50.5,
P002201,Delayed,78.4,
P000508,Completed,26.2,
P000892,Completed,55.9,
P003131,Delayed,86.8,
P000704,Completed,33.6,
P000292,Completed,27.0,
P003801,Completed,56.4,
P003228,Completed,16.3,
P003339,Completed,48.6,
P001025,Delayed,138.6,
P004368,Delayed,119.5,
P001494,Completed,39.8,
P003169,Completed,22.1,
P003659,Delayed,164.4,
P000256,Delayed,236.8,
P004404,Failed,,Regulatory Block
P001625,Completed,25.2,Insufficient Funds
P004042,Completed,45.8,
P003723,Failed,,Regulatory Block
P000696,Failed,,Compliance Hold
P001259,Delayed,166.4,
P003510,Completed,31.8,
P003720,Completed,35.1,
P001686,Completed,56.0,
P000286,Completed,11.6,
P001712,Completed,65.7,
P004470,Completed,21.3,
P003565,Completed,56.5,
P002025,Completed,55.8,
P000616,Delayed,231.2,
P003039,Completed,31.7,
P002710,Failed,,Regulatory Block
P003837,Completed,47.7,
P000749,Completed,59.8,
P000157,Completed,64.8,
P004259,Completed,3.3,
P003809,Completed,5.0,
P002003,Failed,,Compliance Hold
P000185,Completed,5.6,
P001210,Completed,71.5,
P004118,Completed,40.2,
P001799,Completed,65.6,
P000155,Completed,68.4,
P000378,Completed,25.2,
P003872,Completed,33.8,
P000211,Delayed,63.3,
P002298,Completed,55.3,
P001385,Completed,60.8,
P000213,Completed,2.6,
P003665,Delayed,76.2,
P000964,Delayed,156.0,
P000018,Completed,46.4,
P002464,Completed,54.6,
P004429,Completed,27.5,
P003971,Completed,60.5,
P001485,Completed,60.4,
P001789,Completed,34.5,
P001373,Completed,1.8,
P001595,Completed,14.9,
P000966,Completed,14.2,
P002164,Completed,63.2,
P001836,Failed,,Invalid Account Details
P001073,Completed,40.7,
P004056,Delayed,234.5,
P004175,Completed,33.9,
P000621,Completed,47.7,
P001362,Completed,43.4,
P001768,Completed,66.5,
P001350, Completed,60.2,
P004474,Completed,12.7,
P002478,Delayed,119.9,
P001885,Completed,20.4,
P002613,Completed,31.7,
P002701,Completed,65.1,
P002634,Completed,18.0,
P002202,Completed,29.3,
P002396,Completed,14.9,
P002040,Completed,41.7,
P001146,Delayed,134.3,
P002254,Delayed,86.0,
P001422,Completed,54.1,
P000498,Completed,71.0,
P000580,Completed,50.5,
P004421,Completed,63.7,Regulatory Block
P003786,Completed,18.9,
P002472,Failed,,Insufficient Funds
P004107,Completed,34.5,
P003494,Completed,24.0,
P001741,Completed,36.2,
P002249,Completed,42.5,
P001675,Completed,64.7,
P001961,Completed,29.2,
P001884,Completed,6.9,
P000782,Completed,55.0,
P002087,Completed,70.2,
P003675,Completed,8.0,
P000385,Delayed,238.7,
P004040,Failed,,Invalid Account Details
P002938,Completed,42.8,
P004017,Completed,13.1,
P001280,Completed,51.9,
P004174,Delayed,159.1,
P001341,Completed,3.4,
P000133,Delayed,192.6,
P000894,Failed,,Regulatory Block
P003890,Completed,22.5,
P002234,Completed,9.0,
P003298,Completed,52.9,
P004079,Completed,59.0,
P003299,Failed,,Insufficient Funds
P003012,Completed,68.8,
P002730,Completed,58.2,
P003774,Completed,33.4,
P002387,Completed,33.9,
P002637,Completed,43.0,
P003896,Completed,5.4,
P000008,Completed,25.8,
P003910,Completed,37.5,
P000653,Delayed,223.8,
P002192,Delayed,171.9,
P000691,Completed,55.8,
P002357,Completed,71.7,
P000566,Completed,38.8,
P001225,Completed,42.0,
P000618,Completed,59.9,
P002498,Completed,38.4,
P000049,Completed,6.5,
P001626,Completed,69.6,
P001607,Completed,21.5,
P002005,Completed,24.2,
P002399,Completed,61.0,
P001832,Completed,19.0,
P001520,Delayed,118.0,
P000974,Completed,70.9,
P004103, Delayed,233.6,
P003654,Completed,43.6,
P003615,Completed,70.7,
P001714,Completed,22.7,
P004479,Completed,18.1,
P003746,Completed,35.0,
P000337,Completed,3.8,
P004111,Completed,54.0,
P003404,Completed,28.1,
P000159,Delayed,144.0,
P001142,Completed,19.3,
P002752,Completed,17.5,
P000475,Completed,29.9,
P004437,Completed,12.8,
P003798,Completed,48.0,
P001268,Completed,29.9,
P001829,Failed,,Invalid Account Details
P002328,Completed,65.1,
P001645,Completed,50.9,
P004078,Completed,17.3,
P000216,Completed,71.1,
P003199,Delayed,70.2,
P002242,Completed,50.5,
P001490,Completed,5.9,
P003137,Completed,55.4,
P003914,Failed,,Compliance Hold
P000611,Completed,8.8,
P000742,Completed,-58.5,
P003076,Completed,,
P002903,Completed,14.7,
P001996,Completed,2.0,
P002865,Completed,17.5,
P000354,Completed,11.3,
P001908,Completed,55.9,
P001738,Completed,61.5,
P000898,Delayed,86.6,
