rate_id,date,currency_pair,exchange_rate
R002349,2024-11-04,USD/GBP,0.7854
R000963,2024-05-06,USD/CAD,1.3527
R000342,2024-02-14,USD/JPY,148.8619
R000148,2024-01-20,USD/INR,82.1014
R000975,2024-05-08,USD/GBP,0.7765
R002472,11/20/2024,USD/INR,85.1667
R001071,2024-05-20,EUR/GBP,0.8496
R002943,2025-01-22,USD/EUR,0.9259
R000218,2024-01-29,USD/INR,83.003
R002229,2024-10-19,USD/GBP,0.7654
R000453,2024-02-29,USD/INR,82.3799
R001309,2024-06-20,USD/JPY,150.1126
R001158,2024-06-01,USD/EUR,0.9407
R002459,2024-11-18,USD/CAD,1.3567
R001403,2024-07-02,USD/CNY,7.2651
R001207,2024-06-07,USD/JPY,147.4575
R001123,2024-05-27,USD/AUD,1.5297
R001288,2024-06-17,USD/AUD,1.5277
R001846,2024-08-29,USD/JPY,146.9739
R000872,2024-04-24,USD/GBP,0.7738
R001399,2024-07-02,USD/JPY,150.2826
R002144,2024-10-07,USD/CAD,1.3533
R002360,2024-11-05,USD/CAD,1.3555
R002334,2024-11-02,USD/GBP,0.7772
R002403,11/11/2024,USD/INR,82.7452
R002440,2024-11-16,USD/GBP,0.7675
R002799,2025-01-02,USD/CAD,1.3451
R002218,2024-10-17,EUR_GBP,0.8494
R000803,2024-04-14,USD/CNY,7.1869
R002507,2024-11-24,USD/AUD,1.5648
R000740,2024-04-06,USD/CAD,1.3637
R002093,10/01/2024,USD_EUR,0.9257
R000151,2024-01-20,USD/AUD,1.5238
R002390,2024-11-09,USD/AUD,1.5357
R002674,2024-12-17,USD/EUR,0.915
R001307,2024-06-20,USD/GBP,0.7802
R002384,2024-11-08,EUR/GBP,0.8496
R000485,2024-03-04,USD/JPY,147.3768
R002037,2024-09-23,USD/CNY,7.2082
R002125,2024-10-05,USD/EUR,0.9202
R002527,11/27/2024,USD/CAD,1.3557
R002088,2024-09-30,USD/JPY,148.2805
R000650,2024-03-25,EUR/GBP,0.8559
R002784,2024-12-31,USD/INR,82.333
R002885,2025-01-14,USD/EUR,0.8947
R001117,2024-05-26,EUR/GBP,0.8704
R000570,2024-03-15,USD/INR,82.9075
R001864,2024-08-31,USD/AUD,1.4934
R001235,2024-06-10,USD/CNY,7.1223
R000518,2024-03-08,USD/AUD,1.5051
R001167,2024-06-02,USD/INR,84.3517
R002298,2024-10-28,USD/INR,84.3661
R001516,2024-07-17,EUR/GBP,0.849
R001651,2024-08-04,USD/JPY,149.3608
R001316,2024-06-21,USD/JPY,146.5519
R000193,2024-01-25,USD/CNY,7.1954
R001041,2024-05-17,USD/EUR,
R001225,2024-06-09,USD/AUD,1.5172
R002684,2024-12-18,USD/INR,83.8089
R002731,2024-12-24,USD/INR,84.2241
R000073,2024-01-10,USD/JPY,148.4468
R001210,2024-06-07,EUR/GBP,0.8649
R000090,2024-01-12,USD/CNY,7.2169
R002569,2024-12-02,USD/CNY,7.2416
R000018,2024-01-03,USD/GBP,0.7825
R000743,2024-04-06,USD/CNY,7.1351
R000665,2024-03-27,EUR/GBP,0.8439
R002800,2025-01-02,USD/AUD,1.5246
R001397,2024-07-02,USD/EUR,0.9076
R000116,2024-01-16,USD/INR,83.4509
R002662,2024-12-15,USD/CAD,1.3379
R002095,2024-10-01,USD/INR,84.0645
R001099,2024-05-24,USD/INR,83.9624
R001184,2024-06-04,USD_JPY,146.1678
R000263,2024-02-03,USD/CNY,6.9473
R000525,2024-03-09,USD/CAD,1.3397
R001531,2024-07-19,USD/AUD,1.5221
R002607,2024-12-08,USD/GBP,0.7753
R001383,2024-06-30,USD/GBP,0.7968
R002940,2025-01-21,USD/CAD,1.3447
R000299,2024-02-08,USD/AUD,1.5324
R002618,2024-12-09,USD/CAD,1.3511
R002053,2024-09-26,USD/EUR,0.9139
R001921,2024-09-08,USD/CAD,1.3233
R001258,2024-06-13,EUR/GBP,0.8536
R000513,2024-03-08,USD/EUR,0.9178
R000038,2024-01-05,USD/CNY,7.0393
R002432,2024-11-15,USD/GBP,0.772
R000771,2024-04-10,USD/CAD,1.3596
R000728,2024-04-05,USD/EUR,0.9232
R000399,2024-02-22,USD/EUR,0.9189
R002374,2024-11-07,USD/CAD,1.3568
R000848,2024-04-20,USD/CNY,7.3563
R002079,2024-09-29,USD/INR,83.084
R001458,2024-07-10,USD/GBP,0.783
R002223,2024-10-18,USD/JPY,149.6051
R002467,2024-11-19,USD/AUD,1.5084
R001241,2024-06-11,USD/AUD,1.5142
R000396,2024-02-21,USD/AUD,1.5129
R000095,2024-01-13,USD/CAD,1.3447
R000730,2024-04-05,USD/INR,82.5525
R000718,2024-04-03,EUR/GBP,0.8513
R001083,2024-05-22,USD/INR,82.9324
R001767,2024-08-19,USD/INR,85.0062
R000994,05/10/2024,USD_AUD,1.5096
R001272,2024-06-15,USD/AUD,1.5293
R001577,2024-07-25,USD/CNY,7.064
R002669,2024-12-16,USD/JPY,149.3202
R001540,2024-07-21,USD/EUR,0.8936
R001206,2024-06-07,USD/INR,83.2338
R000197,2024-01-26,USD/JPY,147.1875
R000408,2024-02-23,USD/INR,83.0815
R000662,2024-03-27,USD/INR,82.745
R000579,2024-03-16,USD/JPY,146.3043
R002767,2024-12-28,USD/CNY,7.1776
R001542,2024-07-21,USD/INR,84.6745
R002326,2024-11-01,USD/EUR,0.9262
R000318,2024-02-11,USD/EUR,0.9171
R001055,2024-05-18,EUR/GBP,0.8453
R003023,02/01/2025,USD/JPY,147.889
R002224,2024-10-18,USD/CAD,1.3476
R000880,2024-04-25,USD/JPY,150.2648
R000837,2024-04-19,USD/CAD,1.3709
R001322,2024-06-22,USD/GBP,0.7841
R001068,2024-05-20,USD/JPY,150.2238
R000545,2024-03-12,USD/EUR,0.8973
R001696,2024-08-10,USD/GBP,0.7951
R002456,2024-11-18,USD/GBP,0.7916
R002602,12/07/2024,USD/CAD,1.3584
R000547,2024-03-12,USD/JPY,149.357
R001233,2024-06-10,USD/AUD,1.5187
R001295,2024-06-18,USD/CAD,1.3511
R001230,2024-06-10,USD/INR,85.0392
R001423,2024-07-05,USD/CAD,1.3451
R002245,2024-10-21,USD/INR,84.5455
R002713,2024-12-22,usd-eur,0.9246
R000636,2024-03-24,USD/EUR,0.9048
R002833,2025-01-07,USD/GBP,
R000591,2024-03-18,USD/EUR,0.9207
R002262,2024-10-23,USD/CAD,1.3555
R001372,2024-06-28,EUR_GBP,0.8645
R002177,2024-10-12,USD/GBP,0.7675
R000109,2024-01-15,USD/JPY,148.8825
R000719,2024-04-03,USD/CNY,7.1539
R001448,2024-07-08,USD/CNY,7.2221
R001777,2024-08-20,USD/AUD,1.5107
R001496,2024-07-15,USD/GBP,0.7956
R002634,2024-12-11,EUR/GBP,0.8526
R001160,2024-06-01,USD/INR,82.9297
R002629,2024-12-10,USD/CNY,7.1482
R001074,2024-05-21,USD/GBP,0.77
R000713,2024-04-03,USD/GBP,0.7757
R000288,02/07/2024,USD/INR,83.6895
R001601,07/28/2024,USD/CNY,7.1669
R002540,2024-11-29,USD/GBP,0.7804
R002200,2024-10-15,USD/GBP,0.7838
R001735,2024-08-15,USD/GBP,0.7862
R001628,2024-08-01,USD/INR,84.2658
R002826,2025-01-06,USD/GBP,0.7933
R001011,2024-05-13,USD/EUR,0.9321
R000745,2024-04-07,USD/GBP,0.784
R002855,2025-01-10,USD/EUR,0.9312
R002687,2024-12-18,EUR/GBP,0.854
R000843,2024-04-20,USD/INR,82.2659
R000201,2024-01-27,USD/EUR,0.9233
R001950,2024-09-12,USD/JPY,148.4237
R002284,2024-10-26,USD/INR,82.3837
R002295,2024-10-27,USD/CNY,7.1204
R001715,2024-08-12,USD/AUD,1.5119
R001367,2024-06-28,USD/GBP,0.7798
R002320,2024-10-31,USD/GBP,0.7714
R000526,2024-03-09,USD/AUD,1.4926
R001388,2024-06-30,USD/CNY,7.2921
R001697,2024-08-10,USD/INR,82.3677
R002153,2024-10-08,usd-cny,7.1815
R000507,2024-03-07,USD/INR,82.7071
R000480,2024-03-03,EUR/GBP,0.8595
R000688,2024-03-30,USD_CNY,7.1531
R002866,2025-01-11,USD/CAD,1.3458
R001306,2024-06-20,USD/EUR,0.9117
R000397,2024-02-21,EUR/GBP,0.8354
R002222,2024-10-18,USD/INR,82.6612
R001828,2024-08-27,USD/GBP,0.791
R000799,2024-04-14,USD/JPY,148.5421
R002005,2024-09-19,USD/AUD,1.4912
R003010,2025-01-30,USD/AUD,1.5128
R001304,2024-06-19,EUR/GBP,0.8436
R000603,2024-03-19,USD/CAD,1.3617
R000241,2024-02-01,USD/GBP,0.7738
R002670,2024-12-16,USD/CAD,1.3584
R000449,2024-02-28,EUR/GBP,0.8456
R002718,2024-12-22,USD/AUD,-1.5335
R002479,2024-11-21,USD/GBP,0.7696
R000014,2024-01-02,USD/AUD,1.4909
R002983,2025-01-27,USD/INR,83.8094
R002579,2024-12-04,USD/INR,83.4335
R001059,2024-05-19,USD/INR,83.6523
R002600,2024-12-07,USD/INR,82.7907
R002208,2024-10-16,USD/INR,83.4959
R000377,2024-02-19,USD/EUR,0.928
R001214,2024-06-08,USD/INR,83.9446
R000264,2024-02-04,USD/EUR,0.9106
R000616,2024-03-21,USD/INR,83.3075
R000504,2024-03-06,USD/CNY,7.2204
R000058,01/08/2024,USD/JPY,148.0408
R000884,04/25/2024,USD/CNY,7.255
R002308,2024-10-29,USD/CAD,1.3475
R001550,2024-07-22,USD/INR,84.2208
R001451,2024-07-09,USD/INR,83.4569
R002693,2024-12-19,USD/CAD,1.3495
R000233,2024-01-31,USD/GBP,0.7804
R002290,2024-10-27,USD/GBP,0.7911
R001610,2024-07-30,USD/EUR,0.9177
R002421,2024-11-13,USD/AUD,1.5359
R002463,2024-11-19,USD/EUR,0.9244
R002508,2024-11-24,EUR/GBP,0.8606
R002450,2024-11-17,USD/JPY,147.4745
R001553,2024-07-22,USD/AUD,1.5067
R002142,2024-10-07,USD/INR,83.2423
R000786,2024-04-12,USD/JPY,150.105
R002798,2025-01-02,USD/JPY,145.848
R000174,01/23/2024,USD/CAD,1.3546
R000142,2024-01-19,USD/CAD,1.3676
R000205,2024-01-27,USD/AUD,1.4991
R002052,2024-09-25,USD/CNY,7.1177
R002277,2024-10-25,USD/JPY,149.5089
R002660,2024-12-15,USD/INR,83.6603
R002375,2024-11-07,USD/AUD,1.537
R001704,2024-08-11,USD/GBP,0.7887
R001660,08/05/2024,USD/CAD,1.3654
R000682,03/30/2024,USD/GBP,0.7712
R001794,08/22/2024,EUR/GBP,0.8557
R002202,2024-10-15,USD/JPY,148.2165
R002003,2024-09-19,USD/JPY,147.3233
R001671,2024-08-07,USD/EUR,0.9178
R001037,2024-05-16,usd-cad,1.3335
R001923,2024-09-08,EUR/GBP,0.8409
R000790,2024-04-13,USD/GBP,0.767
R000965,2024-05-06,EUR/GBP,0.8492
R001460,2024-07-10,USD/JPY,149.4997
R001114,2024-05-26,USD/INR,83.6124
R001006,2024-05-12,USD/INR,83.5274
R002282,2024-10-26,USD/EUR,0.9138
R000269,2024-02-04,USD/AUD,1.5133
R001058,2024-05-19,USD/GBP,0.7891
R002975,2025-01-26,USD/INR,83.9583
R000512,2024-03-07,USD/CNY,7.1764
R001981,2024-09-16,USD/JPY,147.0571
R002068,09/27/2024,USD/CNY,7.1704
R000101,01/14/2024,USD/JPY,146.3982
R000013,2024-01-02,USD/CAD,1.3533
R000645,2024-03-25,USD/GBP,0.7781
R001599,2024-07-28,USD/AUD,1.5203
R000779,2024-04-11,USD/CAD,1.349
R001684,2024-08-08,USD/AUD,1.5249
R002521,2024-11-26,USD/AUD,1.5227
R001492,2024-07-14,USD/AUD,1.5589
R001017,2024-05-14,USD/EUR,0.914
R001354,2024-06-26,USD/CAD,1.3602
R001076,2024-05-21,USD/JPY,147.7668
R001806,2024-08-24,USD/INR,81.882
R002318,2024-10-30,USD/CNY,7.1357
R000021,2024-01-03,USD/AUD,1.5423
R000750,2024-04-07,EUR/GBP,0.838
R001069,2024-05-20,USD/CAD,1.3437
R000118,2024-01-16,USD/CAD,1.3342
R002939,01/21/2025,USD/JPY,146.0654
R001086,2024-05-22,USD/AUD,1.5265
R001039,2024-05-16,EUR/GBP,0.8519
R000564,03/14/2024,USD/CAD,1.3456
R001486,2024-07-13,USD/CNY,7.247
R001165,2024-06-02,USD/EUR,0.9294
R000491,2024-03-05,USD/INR,83.1934
R000047,2024-01-07,USD/EUR,0.9158
R000493,2024-03-05,USD/CAD,1.351
R002886,2025-01-14,USD/GBP,0.7761
R001193,2024-06-05,USD/AUD,1.5109
R002370,2024-11-07,USD/EUR,0.9314
R001003,2024-05-11,EUR/GBP,0.8505
R001967,2024-09-14,USD/AUD,1.517
R000769,04/10/2024,USD/GBP,0.7751
R001385,2024-06-30,USD/CAD,1.36
R001141,2024-05-29,USD/CNY,7.1586
R000930,2024-05-01,EUR/GBP,0.8494
R002194,2024-10-14,USD/JPY,146.4757
R001682,2024-08-08,USD/JPY,148.4641
R001983,09/16/2024,USD/AUD,1.5105
R002448,2024-11-17,USD/GBP,0.7782
R002135,2024-10-06,USD/INR,82.9054
R000565,2024-03-14,USD/AUD,1.5383
R000610,2024-03-20,USD/CAD,1.3702
R001226,2024-06-09,EUR/GBP,0.8489
R001650,2024-08-04,USD/GBP,0.8002
R001924,2024-09-08,USD/CNY,7.1972
R002216,2024-10-17,USD/JPY,148.8948
R001245,2024-06-12,USD/GBP,0.7749
R000577,2024-03-16,USD/GBP,0.7818
R000627,2024-03-22,EUR/GBP,0.8416
R001633,2024-08-01,USD/CNY,
R001421,2024-07-05,USD/INR,83.6479
R001821,2024-08-26,usd-inr,83.0908
R002356,2024-11-05,USD/EUR,0.9224
R001583,2024-07-26,USD/AUD,1.5046
R001940,2024-09-11,USD/EUR,0.9209
R002420,2024-11-13,USD/CAD,1.3321
R000756,2024-04-08,usd-cad,1.3855
R002818,2025-01-05,USD/EUR,0.9234
R001581,2024-07-26,USD/JPY,148.7978
R001644,2024-08-03,USD/INR,83.5764
R000640,2024-03-24,USD/CAD,1.3325
R002373,2024-11-07,USD/JPY,148.7376
R000044,2024-01-06,USD/AUD,1.5154
R000008,2024-01-01,USD/CNY,7.2351
R002379,2024-11-08,USD/GBP,0.7768
R000739,2024-04-06,USD/JPY,150.9732
R000033,01/05/2024,USD/INR,83.1888
R000471,2024-03-02,USD/AUD,1.5158
R000472,2024-03-02,EUR/GBP,0.8304
R000422,2024-02-25,USD/GBP,0.7937
R002751,2024-12-26,EUR/GBP,0.8649
R002271,2024-10-24,USD/AUD,1.5253
R001627,2024-08-01,USD/GBP,0.7765
R001612,2024-07-30,USD/INR,81.8994
R001903,2024-09-06,USD/GBP,0.7892
R002766,2024-12-28,EUR/GBP,0.857
R002738,2024-12-25,USD/GBP,0.7827
R002313,2024-10-30,USD/INR,83.3914
R000906,2024-04-28,USD/AUD,1.5207
R002040,2024-09-24,USD/INR,81.7281
R002848,2025-01-09,USD/GBP,0.7735
R001662,2024-08-05,EUR/GBP,0.849
R001796,2024-08-23,USD/EUR,0.9131
R000465,2024-03-01,EUR/GBP,0.849
R001377,2024-06-29,USD/JPY,147.5064
R001293,2024-06-18,USD/INR,83.1949
R003033,2025-02-02,USD/CNY,7.2126
R002306,2024-10-29,USD/INR,85.7875
R000668,2024-03-28,USD/GBP,0.7917
R000010,2024-01-02,USD/GBP,0.7842
R002889,01/14/2025,USD/CAD,1.3448
R002064,2024-09-27,USD_JPY,
R001658,2024-08-05,USD/INR,84.2962
R000985,2024-05-09,USD/CAD,1.35
R002377,2024-11-07,USD/CNY,7.1542
R002999,2025-01-29,USD/INR,83.478
R002367,2024-11-06,USD/CAD,1.3428
R001040,2024-05-16,USD/CNY,7.2552
R002735,2024-12-24,EUR/GBP,0.8669
R002423,2024-11-13,USD/CNY,7.1635
R001468,2024-07-11,USD/AUD,1.526
R001488,2024-07-14,USD/GBP,0.7663
R000049,2024-01-07,USD/INR,83.4859
R002506,2024-11-24,USD/CAD,1.3389
R002591,2024-12-05,USD/CNY,7.2688
R001243,2024-06-11,USD/CNY,7.1382
R002392,2024-11-09,USD/CNY,7.1133
R000433,2024-02-26,USD/AUD,1.5159
R000787,04/12/2024,EUR/GBP,0.8571
R001189,2024-06-05,USD/GBP,0.7843
R000125,2024-01-17,USD/JPY,149.3715
R000066,2024-01-09,USD/CAD,1.3683
R002041,2024-09-24,USD/JPY,147.4684
R002536,2024-11-28,USD/AUD,1.5155
R001878,2024-09-02,USD_AUD,1.5168
R001810,08/24/2024,EUR/GBP,0.8576
R002261,2024-10-23,USD/JPY,149.1486
R002451,2024-11-17,usd-cad,1.3376
R000781,2024-04-11,EUR/GBP,0.8515
R001236,2024-06-11,USD/EUR,0.9351
R000130,2024-01-18,USD/EUR,0.9154
R001217,2024-06-08,USD/AUD,1.5098
R001413,2024-07-04,USD/INR,83.5793
R002743,2024-12-25,EUR/GBP,0.8504
R001402,2024-07-02,EUR/GBP,0.8546
R002980,2025-01-26,USD/CNY,7.1943
R001497,2024-07-15,USD/INR,84.9152
R001314,2024-06-21,USD_GBP,0.7844
R002949,2025-01-22,EUR/GBP,0.8484
R002548,2024-11-30,usd-gbp,0.7756
R001623,2024-07-31,USD/AUD,1.534
R001580,2024-07-26,USD/INR,82.5259
R002009,2024-09-20,USD/GBP,0.7851
R000238,2024-01-31,EUR/GBP,0.8516
R001775,2024-08-20,USD/JPY,147.3974
R001052,2024-05-18,USD/JPY,149.0878
R001465,07/11/2024,USD/GBP,0.7755
R002727,2024-12-23,EUR/GBP,0.8586
R002219,2024-10-17,USD/CNY,7.3308
R002031,2024-09-23,USD/GBP,0.7863
R001785,2024-08-21,USD/AUD,1.5213
R000763,2024-04-09,USD/JPY,152.3017
R000370,2024-02-18,USD/GBP,0.774
R000523,2024-03-09,USD/INR,82.6487
R001224,2024-06-09,USD/CAD,1.3556
R000076,2024-01-10,USD/CNY,7.239
R002927,2025-01-19,EUR/GBP,0.849
R000055,2024-01-08,USD/EUR,0.9295
R000267,2024-02-04,USD/JPY,150.9241
R002616,2024-12-09,USD/INR,83.7561
R001675,2024-08-07,USD/CAD,1.3718
R002087,2024-09-30,USD/INR,82.7772
R002777,2024-12-30,USD/INR,82.9869
R002923,2025-01-19,USD/GBP,0.7785
R002116,2024-10-03,USD/CNY,7.1432
R000921,2024-04-30,USD/CAD,1.3645
R000383,2024-02-19,EUR/GBP,0.8319
R003017,2025-01-31,USD/AUD,1.4969
R002368,2024-11-06,USD/AUD,1.494
R002863,2025-01-11,USD/GBP,0.7714
R002822,2025-01-05,USD/AUD,1.5328
R002319,2024-10-31,USD/EUR,0.9149
R002259,2024-10-23,USD/GBP,0.7597
R000836,2024-04-19,usd-jpy,148.8478
R001906,2024-09-06,USD/CAD,1.356
R002922,2025-01-19,USD/EUR,0.9269
R000464,2024-03-01,USD/AUD,1.5233
R002804,2025-01-03,USD/GBP,0.7722
R002726,2024-12-23,USD/AUD,1.5201
R002585,2024-12-05,USD/EUR,0.9301
R002391,2024-11-09,EUR/GBP,0.8343
R002831,01/06/2025,USD/CNY,7.0577
R000826,2024-04-18,USD/EUR,0.9334
R001793,2024-08-22,USD/AUD,1.5176
R001365,2024-06-27,USD/CNY,7.2659
R000596,2024-03-18,USD/AUD,1.5122
R001600,2024-07-28,EUR/GBP,0.8438
R002422,2024-11-13,EUR/GBP,0.8599
R001615,2024-07-30,USD/AUD,1.5173
R001732,2024-08-14,EUR/GBP,0.847
R000368,2024-02-17,USD/CNY,7.1809
R002595,12/06/2024,USD/AUD,1.5329
R001082,2024-05-22,USD/GBP,0.7773
R000098,2024-01-13,USD_CNY,7.1987
R001730,2024-08-14,USD/CAD,1.3748
R001848,2024-08-29,USD/AUD,1.5068
R002107,2024-10-02,EUR/GBP,0.8423
R000382,2024-02-19,USD/AUD,1.5109
R002926,2025-01-19,USD/AUD,1.5238
R002171,2024-10-11,USD/JPY,149.9662
R000029,2024-01-04,EUR/GBP,0.8449
R000448,2024-02-28,USD/AUD,1.5057
R002289,2024-10-27,USD/EUR,0.9145
R000821,2024-04-17,USD/INR,82.7696
R002557,2024-12-01,USD/INR,81.0071
R002445,2024-11-16,EUR/GBP,0.8457
R002016,2024-09-21,usd-gbp,0.7785
R001096,2024-05-23,USD/CNY,7.1742
R002560,2024-12-01,USD/AUD,1.534
R000722,2024-04-04,USD/INR,81.7771
R002699,2024-12-20,USD/INR,83.7176
R002993,2025-01-28,USD/CAD,1.351
R001917,2024-09-07,USD/CNY,7.1234
R002621,2024-12-09,USD/CNY,7.2306
R002834,2025-01-07,USD/INR,82.972
R000780,2024-04-11,USD/AUD,1.5294
R001024,2024-05-14,USD/CNY,7.3338
R000005,2024-01-01,USD/CAD,1.3468
R001560,2024-07-23,USD/CAD,1.3463
R001470,2024-07-11,USD/CNY,7.2119
R002953,2025-01-23,USD/CAD,1.3563
R000517,2024-03-08,USD/CAD,1.3568
R001768,2024-08-19,USD/JPY,148.2388
R002473,2024-11-20,USD/JPY,147.3328
R002749,2024-12-26,USD/CAD,1.3552
R000351,2024-02-15,USD/AUD,1.5247
R001211,2024-06-07,USD/CNY,7.0907
R002574,2024-12-03,USD/CAD,1.3493
R001263,2024-06-14,USD/JPY,149.3001
R000661,2024-03-27,USD/GBP,0.7755
R002761,2024-12-28,USD/GBP,0.7849
R002195,2024-10-14,USD/CAD,1.3526
R000900,2024-04-27,USD/CNY,7.1213
R002172,2024-10-11,USD/CAD,1.349
R000159,2024-01-21,USD/AUD,1.5019
R000384,2024-02-19,USD/CNY,7.1423
R002133,2024-10-06,USD/EUR,0.9262
R000141,2024-01-19,USD/JPY,148.8378
R000466,2024-03-02,USD/EUR,0.918
R001889,2024-09-04,USD/INR,82.8058
R000300,02/08/2024,EUR/GBP,0.8554
R000398,2024-02-21,USD/CNY,7.2772
R001919,2024-09-08,USD/INR,83.0601
R002856,2025-01-10,USD/GBP,0.776
R002160,2024-10-09,EUR/GBP,0.8547
R001034,2024-05-16,USD/GBP,0.785
R001611,2024-07-30,USD/GBP,0.7777
R002425,2024-11-14,USD/GBP,0.7681
R002444,2024-11-16,USD/AUD,1.5305
R001049,2024-05-18,USD/EUR,0.9336
R001980,2024-09-16,USD/INR,83.5387
R000847,2024-04-20,EUR/GBP,0.8525
R000252,2024-02-02,USD/CAD,1.3624
R001369,2024-06-28,USD/JPY,147.8417
R002090,2024-09-30,USD/AUD,1.5421
R000807,2024-04-15,USD/JPY,148.8299
R002404,2024-11-11,USD/CAD,1.3463
R000716,2024-04-03,USD/CAD,1.3649
R002706,12/21/2024,USD/GBP,0.7882
R001579,2024-07-26,USD/GBP,0.7743
R000988,2024-05-09,USD/CNY,7.243
R001277,2024-06-16,USD/INR,85.1297
R000196,2024-01-26,USD/INR,83.5206
R002146,2024-10-07,USD/CNY,7.287
R001045,2024-05-17,USD/CAD,1.3477
R000280,2024-02-06,USD/GBP,0.777
R000097,2024-01-13,EUR/GBP,0.8525
R000442,2024-02-27,USD/CNY,7.1777
R002734,2024-12-24,USD/AUD,1.5066
R001043,2024-05-17,USD/INR,84.0975
R002371,2024-11-07,USD/GBP,0.7788
R002750,2024-12-26,USD/AUD,1.5169
R000331,02/12/2024,USD/CNY,7.1791
R001427,2024-07-06,USD/GBP,0.796
R000862,2024-04-22,USD/CNY,7.0712
R000746,2024-04-07,USD/INR,82.5962
R002694,2024-12-19,USD/AUD,1.518
R001112,05/26/2024,USD/EUR,0.922
R002788,2024-12-31,USD/CNY,7.0869
R001375,2024-06-29,USD/GBP,0.7915
R001418,2024-07-04,USD/CNY,7.1993
R002228,2024-10-19,USD/EUR,0.9145
R002841,2025-01-08,USD/INR,83.446
R001152,05/31/2024,USD/INR,81.4084
R002075,2024-09-28,eur-gbp,0.8447
R000595,2024-03-18,USD/CAD,-1.364
R002571,12/03/2024,USD/GBP,0.7803
R001544,2024-07-21,USD/CAD,1.3438
R001257,2024-06-13,USD/AUD,1.5454
R000550,2024-03-12,EUR/GBP,0.8449
R000557,2024-03-13,USD/AUD,1.5126
R002552,2024-11-30,USD/AUD,1.4914
R000542,2024-03-11,USD/AUD,1.5028
R001749,2024-08-16,USD/CNY,7.1936
R000265,2024-02-04,USD/GBP,0.778
R002517,2024-11-26,USD/GBP,0.7807
R001869,2024-09-01,USD/JPY,146.8799
R001398,2024-07-02,USD/GBP,0.7724
R001065,2024-05-20,USD/EUR,0.9167
R000301,2024-02-08,USD/CNY,7.1205
R001789,2024-08-22,USD/GBP,0.7825
R000554,2024-03-13,USD/INR,83.4117
R000468,2024-03-02,USD/INR,83.8302
R000345,02/14/2024,USD/CNY,7.1462
R002645,2024-12-13,USD/INR,82.2934
R001237,06/11/2024,USD/GBP,0.7931
R002702,2024-12-20,USD/AUD,1.5366
R002166,2024-10-10,USD/AUD,1.5046
R002312,2024-10-30,USD/GBP,0.794
R001833,2024-08-27,EUR/GBP,0.8581
R001941,2024-09-11,USD/GBP,0.7824
R002074,2024-09-28,USD/AUD,1.523
R002596,2024-12-06,EUR/GBP,0.8309
R000440,2024-02-27,USD/AUD,1.5192
R000022,2024-01-03,EUR/GBP,0.8481
R001334,2024-06-23,EUR/GBP,0.8627
R001870,2024-09-01,USD/CAD,1.3445
R001292,2024-06-18,USD/GBP,0.7994
R001514,2024-07-17,USD/CAD,1.3248
R001503,2024-07-16,USD/EUR,0.9125
R001364,2024-06-27,EUR/GBP,0.8417
R001443,07/08/2024,USD/INR,83.3506
R000488,2024-03-04,USD/CNY,7.1023
R000230,2024-01-30,EUR/GBP,0.8558
R001885,2024-09-03,EUR/GBP,0.8498
R002771,2024-12-29,USD/JPY,148.1943
R000287,2024-02-07,USD/GBP,0.7788
R002904,01/16/2025,USD/CAD,1.3544
R001280,2024-06-16,USD/AUD,1.5153
R000811,2024-04-16,USD/EUR,0.9183
R002269,2024-10-24,USD/JPY,147.7513
R000432,2024-02-26,USD/CAD,1.3225
R001755,2024-08-17,USD/AUD,1.5278
R002582,12/04/2024,USD/AUD,1.5259
R002979,2025-01-26,eur-gbp,0.8546
R000621,2024-03-21,USD/CNY,7.1232
R001491,2024-07-14,USD/CAD,1.3425
R000937,2024-05-02,usd-cny,7.1067
R002130,2024-10-05,USD/AUD,1.5309
R001264,2024-06-14,USD/CAD,1.3376
R001721,08/13/2024,USD/JPY,149.262
R000131,01/18/2024,USD/GBP,0.7679
R001998,2024-09-18,EUR/GBP,0.8425
R000956,2024-05-05,USD/CAD,1.3651
R000914,04/29/2024,USD/AUD,1.544
R000860,2024-04-22,USD/AUD,1.5296
R001464,2024-07-11,USD/EUR,0.9122
R001963,2024-09-14,USD/GBP,0.7841
R000128,2024-01-17,EUR/GBP,0.8452
R000285,2024-02-06,EUR/GBP,0.8681
R002148,2024-10-08,USD/GBP,0.7735
R000979,2024-05-08,USD/AUD,1.4959
R000624,2024-03-22,USD/JPY,150.4979
R000689,2024-03-31,USD/EUR,0.9265
R002646,2024-12-13,USD/CAD,1.3394
R002024,2024-09-22,USD/GBP,0.7698
R000996,2024-05-10,usd-cny,7.1598
R002484,2024-11-21,EUR/GBP,0.8435
R002716,2024-12-22,USD/JPY,145.3815
R000611,2024-03-20,USD/AUD,1.5299
R000459,2024-03-01,USD/EUR,0.9149
R002260,2024-10-23,USD/INR,83.3655
R000463,03/01/2024,USD/CAD,1.3406
R000793,2024-04-13,USD/CAD,1.3537
R000505,2024-03-07,usd-eur,0.914
R000309,2024-02-09,USD/CNY,7.2193
R002717,2024-12-22,USD/CAD,1.3584
R000364,2024-02-17,USD/JPY,149.0965
R000580,2024-03-16,USD/CAD,1.3654
R000106,2024-01-15,USD/EUR,0.9237
R002322,2024-10-31,USD/JPY,149.6567
R001133,2024-05-28,USD/CNY,7.2959
R000508,2024-03-07,USD/JPY,147.217
